CountyFIPS,Year,PopulationDensity
08-087,2004,27736
08-087,2005,27727
08-087,2006,27816
08-087,2007,27745
08-087,2008,27701
08-087,2009,28099
08-087,2010,28243
08-087,2010,28159
08-087,2010,28159
08-087,2011,28450
08-087,2012,28243
08-087,2013,28217
08-087,2014,28098
08-087,2015,28245
08-087,2016,28178
08-087,2017,28275
08-087,2018,28754
08-087,2019,28938
08-087,2020,28941
08-089,2004,19436
08-089,2005,19247
08-089,2006,19042
08-089,2007,18783
08-089,2008,18726
08-089,2009,18743
08-089,2010,18857
08-089,2010,18833
08-089,2010,18831
08-089,2011,18837
08-089,2012,18631
08-089,2013,18449
08-089,2014,18334
08-089,2015,18182
08-089,2016,18279
08-089,2017,18344
08-089,2018,18354
08-089,2019,18243
08-089,2020,18201
08-091,2004,4003
08-091,2005,4055
08-091,2006,4090
08-091,2007,4250
08-091,2008,4405
08-091,2009,4395
08-091,2010,4457
08-091,2010,4442
08-091,2010,4436
08-091,2011,4424
08-091,2012,4508
08-091,2013,4554
08-091,2014,4576
08-091,2015,4611
08-091,2016,4794
08-091,2017,4815
08-091,2018,4834
08-091,2019,5005
08-091,2020,5001
08-093,2004,16130
08-093,2005,16204
08-093,2006,16230
08-093,2007,16445
08-093,2008,16394
08-093,2009,16098
08-093,2010,16278
08-093,2010,16199
08-093,2010,16206
08-093,2011,16060
08-093,2012,16052
08-093,2013,16190
08-093,2014,16392
08-093,2015,16739
08-093,2016,17372
08-093,2017,17935
08-093,2018,18583
08-093,2019,18881
08-093,2020,18955
08-095,2004,4475
08-095,2005,4467
08-095,2006,4414
08-095,2007,4378
08-095,2008,4349
08-095,2009,4359
08-095,2010,4471
08-095,2010,4442
08-095,2010,4442
08-095,2011,4402
08-095,2012,4417
08-095,2013,4384
08-095,2014,4394
08-095,2015,4328
08-095,2016,4307
08-095,2017,4339
08-095,2018,4343
08-095,2019,4359
08-095,2020,4367
08-097,2004,15220
08-097,2005,15399
08-097,2006,15504
08-097,2007,15814
08-097,2008,16454
08-097,2009,17008
08-097,2010,17156
08-097,2010,17148
08-097,2010,17145
08-097,2011,17177
08-097,2012,17303
08-097,2013,17474
08-097,2014,17730
08-097,2015,17962
08-097,2016,18009
08-097,2017,18027
08-097,2018,18066
08-097,2019,17902
08-097,2020,17894
08-099,2004,13613
08-099,2005,13480
08-099,2006,13130
08-099,2007,12736
08-099,2008,12663
08-099,2009,12593
08-099,2010,12546
08-099,2010,12551
08-099,2010,12551
08-099,2011,12500
08-099,2012,12422
08-099,2013,12319
08-099,2014,12064
08-099,2015,11937
08-099,2016,11937
08-099,2017,11990
08-099,2018,12038
08-099,2019,12106
08-099,2020,12106
08-101,2004,148654
08-101,2005,149825
08-101,2006,152026
08-101,2007,155121
08-101,2008,156748
08-101,2009,157846
08-101,2010,159401
08-101,2010,159066
08-101,2010,159063
08-101,2011,160208
08-101,2012,160763
08-101,2013,161096
08-101,2014,161434
08-101,2015,163101
08-101,2016,164883
08-101,2017,166370
08-101,2018,167574
08-101,2019,168409
08-101,2020,169823
08-103,2004,6007
08-103,2005,5945
08-103,2006,6176
08-103,2007,6373
08-103,2008,6522
08-103,2009,6779
08-103,2010,6623
08-103,2010,6666
08-103,2010,6673
08-103,2011,6751
08-103,2012,6763
08-103,2013,6699
08-103,2014,6604
08-103,2015,6487
08-103,2016,6443
08-103,2017,6362
08-103,2018,6347
08-103,2019,6350
08-103,2020,6342
08-105,2004,12328
08-105,2005,12208
08-105,2006,12033
08-105,2007,11852
08-105,2008,11860
08-105,2009,11872
08-105,2010,12022
08-105,2010,11982
08-105,2010,11982
08-105,2011,11914
08-105,2012,11867
08-105,2013,11674
08-105,2014,11505
08-105,2015,11355
08-105,2016,11354
08-105,2017,11300
08-105,2018,11274
08-105,2019,11277
08-105,2020,11296
08-107,2004,21162
08-107,2005,21398
08-107,2006,21859
08-107,2007,22491
08-107,2008,23135
08-107,2009,23688
08-107,2010,23434
08-107,2010,23506
08-107,2010,23509
08-107,2011,23256
08-107,2012,23283
08-107,2013,23610
08-107,2014,24085
08-107,2015,24388
08-107,2016,24737
08-107,2017,25220
08-107,2018,25489
08-107,2019,25579
08-107,2020,25560
08-109,2004,6365
08-109,2005,6296
08-109,2006,6223
08-109,2007,6148
08-109,2008,6179
08-109,2009,6134
08-109,2010,6135
08-109,2010,6108
08-109,2010,6108
08-109,2011,6187
08-109,2012,6331
08-109,2013,6240
08-109,2014,6195
08-109,2015,6250
08-109,2016,6413
08-109,2017,6632
08-109,2018,6837
08-109,2019,6829
08-109,2020,6938
08-111,2004,631
08-111,2005,627
08-111,2006,649
08-111,2007,661
08-111,2008,670
08-111,2009,657
08-111,2010,708
08-111,2010,699
08-111,2010,699
08-111,2011,690
08-111,2012,692
08-111,2013,692
08-111,2014,712
08-111,2015,690
08-111,2016,691
08-111,2017,713
08-111,2018,760
08-111,2019,723
08-111,2020,748
08-113,2004,7038
08-113,2005,7097
08-113,2006,7071
08-113,2007,7322
08-113,2008,7366
08-113,2009,7379
08-113,2010,7358
08-113,2010,7359
08-113,2010,7359
08-113,2011,7491
08-113,2012,7588
08-113,2013,7632
08-113,2014,7751
08-113,2015,7850
08-113,2016,8032
08-113,2017,8049
08-113,2018,8195
08-113,2019,8169
08-113,2020,8105
08-115,2004,2551
08-115,2005,2522
08-115,2006,2474
08-115,2007,2400
08-115,2008,2421
08-115,2009,2392
08-115,2010,2371
08-115,2010,2379
08-115,2010,2382
08-115,2011,2371
08-115,2012,2377
08-115,2013,2338
08-115,2014,2332
08-115,2015,2373
08-115,2016,2399
08-115,2017,2314
08-115,2018,2284
08-115,2019,2274
08-115,2020,2260
08-117,2004,25313
08-117,2005,25487
08-117,2006,26019
08-117,2007,26603
08-117,2008,27144
08-117,2009,27678
08-117,2010,28075
08-117,2010,27994
08-117,2010,27994
08-117,2011,28048
08-117,2012,28307
08-117,2013,28741
08-117,2014,29333
08-117,2015,30064
08-117,2016,30573
08-117,2017,30848
08-117,2018,30771
08-117,2019,30851
08-117,2020,30631
08-119,2004,21678
08-119,2005,21978
08-119,2006,22281
08-119,2007,22707
08-119,2008,22725
08-119,2009,22937
08-119,2010,23474
08-119,2010,23360
08-119,2010,23350
08-119,2011,23378
08-119,2012,23456
08-119,2013,23372
08-119,2014,23458
08-119,2015,23421
08-119,2016,24098
08-119,2017,24713
08-119,2018,25158
08-119,2019,25408
08-119,2020,25529
08-121,2004,4923
08-121,2005,4912
08-121,2006,4907
08-121,2007,4883
08-121,2008,4792
08-121,2009,4800
08-121,2010,4808
08-121,2010,4798
08-121,2010,4814
08-121,2011,4750
08-121,2012,4689
08-121,2013,4731
08-121,2014,4720
08-121,2015,4775
08-121,2016,4824
08-121,2017,4909
08-121,2018,4861
08-121,2019,4869
08-121,2020,4875
08-123,2004,215322
08-123,2005,222879
08-123,2006,230703
08-123,2007,237692
08-123,2008,243442
08-123,2009,248193
08-123,2010,254224
08-123,2010,252825
08-123,2010,252836
08-123,2011,258867
08-123,2012,264025
08-123,2013,270105
08-123,2014,277480
08-123,2015,286493
08-123,2016,296330
08-123,2017,306571
08-123,2018,315360
08-123,2019,324703
08-123,2020,333983
08-125,2004,9791
08-125,2005,9765
08-125,2006,9784
08-125,2007,9788
08-125,2008,9843
08-125,2009,10022
08-125,2010,10054
08-125,2010,10043
08-125,2010,10049
08-125,2011,10138
08-125,2012,10107
08-125,2013,10139
08-125,2014,10191
08-125,2015,10044
08-125,2016,10057
08-125,2017,9976
08-125,2018,9964
08-125,2019,10020
08-125,2020,10047
09-000,2004,3474379
09-000,2005,3477185
09-000,2006,3484531
09-000,2007,3488084
09-000,2008,3502664
09-000,2009,3514826
09-000,2010,3579173
09-000,2010,3574151
09-000,2010,3574097
09-000,2011,3588632
09-000,2012,3595211
09-000,2013,3595792
09-000,2014,3595697
09-000,2015,3588561
09-000,2016,3579830
09-000,2017,3575324
09-000,2018,3574561
09-000,2019,3566022
09-000,2020,3557006
09-001,2004,897472
09-001,2005,897653
09-001,2006,896254
09-001,2007,897498
09-001,2008,903824
09-001,2009,910421
09-001,2010,919371
09-001,2010,916910
09-001,2010,916829
09-001,2011,928099
09-001,2012,935293
09-001,2013,940189
09-001,2014,944524
09-001,2015,945323
09-001,2016,945096
09-001,2017,944107
09-001,2018,945511
09-001,2019,944388
09-001,2020,942426
09-003,2004,874449
09-003,2005,878081
09-003,2006,881298
09-003,2007,884548
09-003,2008,887891
09-003,2009,891667
09-003,2010,895214
09-003,2010,894014
09-003,2010,894016
09-003,2011,896900
09-003,2012,897795
09-003,2013,897837
09-003,2014,897618
09-003,2015,896563
09-003,2016,894282
09-003,2017,893141
09-003,2018,892767
09-003,2019,891349
09-003,2020,889226
09-005,2004,188601
09-005,2005,188912
09-005,2006,189682
09-005,2007,189866
09-005,2008,190175
09-005,2009,190015
09-005,2010,189762
09-005,2010,189876
09-005,2010,189927
09-005,2011,188979
09-005,2012,187591
09-005,2013,186866
09-005,2014,185380
09-005,2015,184171
09-005,2016,182837
09-005,2017,181719
09-005,2018,181151
09-005,2019,180396
09-005,2020,179610
09-007,2004,161450
09-007,2005,162191
09-007,2006,163473
09-007,2007,164129
09-007,2008,164962
09-007,2009,165607
09-007,2010,165624
09-007,2010,165676
09-007,2010,165673
09-007,2011,166199
09-007,2012,165677
09-007,2013,165390
09-007,2014,164857
09-007,2015,163809
09-007,2016,163403
09-007,2017,163058
09-007,2018,163053
09-007,2019,162538
09-007,2020,161657
09-009,2004,844505
09-009,2005,847162
09-009,2006,850207
09-009,2007,853598
09-009,2008,856622
09-009,2009,860025
09-009,2010,863398
09-009,2010,862477
09-009,2010,862476
09-009,2011,863974
09-009,2012,864732
09-009,2013,863035
09-009,2014,863149
09-009,2015,860506
09-009,2016,858159
09-009,2017,857845
09-009,2018,856895
09-009,2019,853818
09-009,2020,851948
09-011,2004,268595
09-011,2005,269664
09-011,2006,270814
09-011,2007,270669
09-011,2008,272634
09-011,2009,273630
09-011,2010,274019
09-011,2010,274055
09-011,2010,274076
09-011,2011,273086
09-011,2012,274173
09-011,2013,273093
09-011,2014,271593
09-011,2015,269818
09-011,2016,268639
09-011,2017,267829
09-011,2018,267089
09-011,2019,265784
09-011,2020,264999
09-013,2004,146706
09-013,2005,147657
09-013,2006,148954
09-013,2007,149718
09-013,2008,151583
09-013,2009,152330
09-013,2010,153242
09-013,2010,152691
09-013,2010,152745
09-013,2011,153066
09-013,2012,152005
09-013,2013,151831
09-013,2014,151766
09-013,2015,151815
09-013,2016,151223
09-013,2017,151136
09-013,2018,150913
09-013,2019,150865
09-013,2020,150600
09-015,2004,114316
09-015,2005,115636
09-015,2006,116778
09-015,2007,117244
09-015,2008,117888
09-015,2009,118112
09-015,2010,118543
09-015,2010,118379
09-015,2010,118428
09-015,2011,118329
09-015,2012,117945
09-015,2013,117551
09-015,2014,116810
09-015,2015,116556
09-015,2016,116191
09-015,2017,116489
09-015,2018,117182
09-015,2019,116884
09-015,2020,116540
10-000,2004,827154
10-000,2005,840296
10-000,2006,853301
10-000,2007,865314
10-000,2008,876794
10-000,2009,884124
10-000,2010,899647
10-000,2010,897947
10-000,2010,897934
10-000,2011,907590
10-000,2012,915518
10-000,2013,924062
10-000,2014,933131
10-000,2015,942065
10-000,2016,949989
10-000,2017,957942
10-000,2018,966985
10-000,2019,976668
10-000,2020,986809
10-001,2004,139342
10-001,2005,144585
10-001,2006,149704
10-001,2007,153969
10-001,2008,157925
10-001,2009,160081
10-001,2010,162972
10-001,2010,162352
10-001,2010,162310
10-001,2011,165161
10-001,2012,167370
10-001,2013,169144
10-001,2014,171600
10-001,2015,173308
10-001,2016,174776
10-001,2017,176754
10-001,2018,178954
10-001,2019,181492
10-001,2020,183643
10-003,2004,518944
10-003,2005,523343
10-003,2006,527174
10-003,2007,530555
10-003,2008,533958
10-003,2009,536898
10-003,2010,538792
10-003,2010,538479
10-003,2010,538496
10-003,2011,542031
10-003,2012,545053
10-003,2013,548614
10-003,2014,551124
10-003,2015,553929
10-003,2016,555582
10-003,2017,556491
10-003,2018,557983
10-003,2019,559941
10-003,2020,561531
10-005,2004,172517
10-005,2005,177222
10-005,2006,182390
10-005,2007,187225
10-005,2008,191991
10-005,2009,194751
10-005,2010,197883
10-005,2010,197099
10-005,2010,197145
10-005,2011,200398
10-005,2012,203095
10-005,2013,206304
10-005,2014,210407
10-005,2015,214828
10-005,2016,219631
10-005,2017,224697
10-005,2018,230048
10-005,2019,235235
10-005,2020,241635
11-000,2004,579890
11-000,2005,582049
11-000,2006,583841
11-000,2007,585916
11-000,2008,589929
11-000,2009,599975
11-000,2010,605282
11-000,2010,601767
11-000,2010,601723
11-000,2011,620290
11-000,2012,635737
11-000,2013,651559
11-000,2014,663603
11-000,2015,677014
11-000,2016,687576
11-000,2017,697079
11-000,2018,704147
11-000,2019,708253
11-000,2020,712816
11-001,2004,567754
11-001,2005,567136
11-001,2006,570681
11-001,2007,574404
11-001,2008,580236
11-001,2009,592228
11-001,2010,605282
11-001,2010,601723
11-001,2010,601767
11-001,2011,620290
11-001,2012,635737
11-001,2013,651559
11-001,2014,663603
11-001,2015,677014
11-001,2016,687576
11-001,2017,697079
11-001,2018,704147
11-001,2019,708253
11-001,2020,712816
12-000,2004,17366358
12-000,2005,17773291
12-000,2006,18076361
12-000,2007,18262096
12-000,2008,18410241
12-000,2009,18509936
12-000,2010,18846143
12-000,2010,18804589
12-000,2010,18801310
12-000,2011,19055607
12-000,2012,19302016
12-000,2013,19551678
12-000,2014,19853880
12-000,2015,20219111
12-000,2016,20627237
12-000,2017,20977089
12-000,2018,21254926
12-000,2019,21492056
12-000,2020,21733312
12-001,2004,229867
12-001,2005,233756
12-001,2006,239506
12-001,2007,242685
12-001,2008,244888
12-001,2009,246657
12-001,2010,247624
12-001,2010,247337
12-001,2010,247336
12-001,2011,249879
12-001,2012,251596
12-001,2013,252585
12-001,2014,255606
12-001,2015,259215
12-001,2016,264127
12-001,2017,266501
12-001,2018,269190
12-001,2019,269489
12-001,2020,271218
12-003,2004,24142
12-003,2005,24832
12-003,2006,25571
12-003,2007,26212
12-003,2008,26725
12-003,2009,27124
12-003,2010,27067
12-003,2010,27115
12-003,2010,27115
12-003,2011,27055
12-003,2012,27059
12-003,2013,27008
12-003,2014,27123
12-003,2015,27357
12-003,2016,27903
12-003,2017,28255
12-003,2018,28381
12-003,2019,29288
12-003,2020,29566
12-005,2004,158804
12-005,2005,162917
12-005,2006,165644
12-005,2007,165345
12-005,2008,166267
12-005,2009,167464
12-005,2010,169209
12-005,2010,168843
12-005,2010,168852
12-005,2011,169587
12-005,2012,171818
12-005,2013,174704
12-005,2014,178435
12-005,2015,181678
12-005,2016,183765
12-005,2017,184841
12-005,2018,186555
12-005,2019,173895
12-005,2020,171322
12-007,2004,27703
12-007,2005,28098
12-007,2006,28506
12-007,2007,28825
12-007,2008,28961
12-007,2009,28979
12-007,2010,28536
12-007,2010,28520
12-007,2010,28519
12-007,2011,28430
12-007,2012,27052
12-007,2013,26804
12-007,2014,26562
12-007,2015,26759
12-007,2016,26756
12-007,2017,27158
12-007,2018,27759
12-007,2019,28348
12-007,2020,28593
12-009,2004,518722
12-009,2005,529907
12-009,2006,535138
12-009,2007,539719
12-009,2008,542378
12-009,2009,542109
12-009,2010,544000
12-009,2010,543376
12-009,2010,543376
12-009,2011,544442
12-009,2012,547119
12-009,2013,550478
12-009,2014,555838
12-009,2015,566133
12-009,2016,577380
12-009,2017,588165
12-009,2018,594978
12-009,2019,601024
12-009,2020,608459
12-011,2004,1725461
12-011,2005,1746896
12-011,2006,1739348
12-011,2007,1720825
12-011,2008,1723633
12-011,2009,1733310
12-011,2010,1752843
12-011,2010,1748066
12-011,2010,1748158
12-011,2011,1787096
12-011,2012,1814468
12-011,2013,1836869
12-011,2014,1861259
12-011,2015,1885435
12-011,2016,1913780
12-011,2017,1935945
12-011,2018,1948058
12-011,2019,1955475
12-011,2020,1958105
12-013,2004,13445
12-013,2005,13850
12-013,2006,13997
12-013,2007,14222
12-013,2008,14351
12-013,2009,14692
12-013,2010,14657
12-013,2010,14625
12-013,2010,14632
12-013,2011,14725
12-013,2012,14673
12-013,2013,14582
12-013,2014,14456
12-013,2015,14412
12-013,2016,14346
12-013,2017,14463
12-013,2018,14593
12-013,2019,14140
12-013,2020,14078
12-015,2004,157755
12-015,2005,155262
12-015,2006,157099
12-015,2007,159742
12-015,2008,160467
12-015,2009,159629
12-015,2010,159897
12-015,2010,159974
12-015,2010,159978
12-015,2011,159926
12-015,2012,162840
12-015,2013,164801
12-015,2014,168208
12-015,2015,172607
12-015,2016,178046
12-015,2017,181998
12-015,2018,185204
12-015,2019,189669
12-015,2020,194711
12-017,2004,129840
12-017,2005,133791
12-017,2006,137826
12-017,2007,140974
12-017,2008,142122
12-017,2009,141381
12-017,2010,141177
12-017,2010,141229
12-017,2010,141236
12-017,2011,139782
12-017,2012,139215
12-017,2013,138888
12-017,2014,138907
12-017,2015,140397
12-017,2016,142988
12-017,2017,145619
12-017,2018,147920
12-017,2019,150153
12-017,2020,153010
12-019,2004,163238
12-019,2005,169418
12-019,2006,178339
12-019,2007,184256
12-019,2008,187289
12-019,2009,189101
12-019,2010,191453
12-019,2010,190872
12-019,2010,190865
12-019,2011,192335
12-019,2012,193909
12-019,2013,195732
12-019,2014,198687
12-019,2015,202552
12-019,2016,207401
12-019,2017,212381
12-019,2018,215902
12-019,2019,219014
12-019,2020,221770
12-021,2004,296021
12-021,2005,307452
12-021,2006,312621
12-021,2007,314437
12-021,2008,316641
12-021,2009,318485
12-021,2010,322576
12-021,2010,321514
12-021,2010,321520
12-021,2011,327670
12-021,2012,332330
12-021,2013,339133
12-021,2014,347401
12-021,2015,356288
12-021,2016,365894
12-021,2017,373286
12-021,2018,378657
12-021,2019,385917
12-021,2020,392973
12-023,2004,60804
12-023,2005,63109
12-023,2006,65890
12-023,2007,66604
12-023,2008,67318
12-023,2009,67412
12-023,2010,67558
12-023,2010,67531
12-023,2010,67526
12-023,2011,67326
12-023,2012,67903
12-023,2013,67444
12-023,2014,67821
12-023,2015,68277
12-023,2016,69300
12-023,2017,70051
12-023,2018,70719
12-023,2019,71766
12-023,2020,72654
12-027,2004,33895
12-027,2005,33864
12-027,2006,34300
12-027,2007,34537
12-027,2008,34374
12-027,2009,34592
12-027,2010,34935
12-027,2010,34862
12-027,2010,34862
12-027,2011,34847
12-027,2012,35003
12-027,2013,34903
12-027,2014,35333
12-027,2015,35644
12-027,2016,36228
12-027,2017,37159
12-027,2018,37128
12-027,2019,37821
12-027,2020,38520
12-029,2004,14825
12-029,2005,15427
12-029,2006,15892
12-029,2007,16083
12-029,2008,16214
12-029,2009,16403
12-029,2010,16399
12-029,2010,16422
12-029,2010,16422
12-029,2011,16403
12-029,2012,16152
12-029,2013,16084
12-029,2014,16041
12-029,2015,16352
12-029,2016,16455
12-029,2017,16609
12-029,2018,16692
12-029,2019,16887
12-029,2020,17057
12-031,2004,820070
12-031,2005,828988
12-031,2006,842098
12-031,2007,851033
12-031,2008,855437
12-031,2009,859795
12-031,2010,865653
12-031,2010,864253
12-031,2010,864263
12-031,2011,872483
12-031,2012,880349
12-031,2013,886277
12-031,2014,897094
12-031,2015,911106
12-031,2016,927038
12-031,2017,939167
12-031,2018,950469
12-031,2019,959853
12-031,2020,966728
12-033,2004,298225
12-033,2005,298339
12-033,2006,300395
12-033,2007,297393
12-033,2008,296854
12-033,2009,297015
12-033,2010,298069
12-033,2010,297632
12-033,2010,297619
12-033,2011,299478
12-033,2012,303556
12-033,2013,306879
12-033,2014,308200
12-033,2015,309630
12-033,2016,311975
12-033,2017,313882
12-033,2018,315857
12-033,2019,319379
12-033,2020,322364
12-035,2004,69387
12-035,2005,77008
12-035,2006,84339
12-035,2007,90516
12-035,2008,93546
12-035,2009,94700
12-035,2010,96065
12-035,2010,95696
12-035,2010,95691
12-035,2011,97473
12-035,2012,98461
12-035,2013,99845
12-035,2014,101961
12-035,2015,104533
12-035,2016,107608
12-035,2017,110316
12-035,2018,112415
12-035,2019,115481
12-035,2020,118451
12-037,2004,10090
12-037,2005,10198
12-037,2006,11308
12-037,2007,11491
12-037,2008,11484
12-037,2009,11515
12-037,2010,11523
12-037,2010,11549
12-037,2010,11549
12-037,2011,11471
12-037,2012,11609
12-037,2013,11520
12-037,2014,11656
12-037,2015,11702
12-037,2016,11834
12-037,2017,11730
12-037,2018,11694
12-037,2019,12113
12-037,2020,12201
12-039,2004,45129
12-039,2005,45258
12-039,2006,45258
12-039,2007,45867
12-039,2008,46319
12-039,2009,46264
12-039,2010,47792
12-039,2010,47737
12-039,2010,46389
12-039,2011,47372
12-039,2012,46571
12-039,2013,46084
12-039,2014,46113
12-039,2015,46057
12-039,2016,46069
12-039,2017,45984
12-039,2018,45933
12-039,2019,45670
12-039,2020,45277
12-041,2004,15271
12-041,2005,15801
12-041,2006,16223
12-041,2007,16610
12-041,2008,16797
12-041,2009,16829
12-041,2010,17006
12-041,2010,16939
12-041,2010,16944
12-041,2011,17002
12-041,2012,16908
12-041,2013,16972
12-041,2014,17007
12-041,2015,17394
12-041,2016,17607
12-041,2017,17899
12-041,2018,18263
12-041,2019,18572
12-041,2020,18885
12-043,2004,11901
12-043,2005,12284
12-043,2006,12297
12-043,2007,12357
12-043,2008,12752
12-043,2009,12839
12-043,2010,12877
